"ip","finger","hash","name","race","background","date","class","justClass","subclass","level","feats","HP","AC","Str","Dex","Con","Int","Wis","Cha","alignment","skills","weapons","spells","castingStat","choices","country","countryCode","processedAlignment","good","lawful","processedRace","processedSpells","processedWeapons","alias","justClassClean","subclassClean","StrMod","DexMod","ConMod","IntMod","WisMod","ChaMod","Acrobatics","AnimalHandling","Arcana","Athletics","Deception","History","Insight","Intimidation","Investigation","Medicine","Nature","Perception","Performance","Persuasion","Religion","SleightOfHand","Stealth","Survival","StrSkills","DexSkills","IntSkills","WisSkills","ChaSkills","ConSkills","TotProfSkills"
"","355d332","06776fdfc594528a7f63d556699c2bfe","07ff55fd","Protector Aasimar","Sage",2020-04-15 15:36:40,"Warlock 1","Warlock","The Great Old One",1,"",11,14,13,16,17,15,17,20,"","Arcana|History|Investigation|Deception","Dagger","Eldritch Blast*0|Light*0|Mage Hand*0","Cha","","Canada","CA","",NA,NA,"Aasimar","Eldritch Blast*0|Light*0|Mage Hand*0","Dagger","charming_proskuriakova","Warlock","The Great Old One",1,3,3,2,3,5,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4
"c83d76c","09fa040","bc31d22ddddd5ecd3d55c1e472bb7abe","e115fcd4","Triton","Soldier",2020-04-14 00:32:49,"Barbarian 1","Barbarian","",1,"",14,12,16,10,14,9,12,14,"","Athletics|Nature|Animal Handling|Intimidation","Trident|Handaxe|Javelin","","Int","","United States","US","",NA,NA,"Triton","","Trident|Handaxe|Javelin","elegant_nobel","Barbarian","",3,0,2,-1,1,2,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,4
"46c962f","eca080c","4e7c37e9c8b531c3413633c6028c6163","c47e5971","Forest Gnome","Outlander",2020-04-13 19:19:15,"Druid 1","Druid","",1,"",10,12,8,14,14,12,15,12,"","Athletics|Animal Handling|Perception|Survival","Quarterstaff|Dagger","Shillelagh*0|Mending*0","Wis","",NA,NA,"",NA,NA,"Gnome","Shillelagh*0|Mending*0","Quarterstaff|Dagger","agitated_chandrasekhar","Druid","",-1,2,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,4
"46c962f","eca080c","2540a8625e78c0940fdd5e01f008df36","de758584","Mountain Dwarf","Guild Artisan",2020-04-13 19:18:13,"Cleric 1","Cleric","Life Domain",1,"",10,12,17,8,15,10,14,12,"","History|Insight|Medicine|Persuasion","Warhammer","Bless*1|Cure Wounds*1","Wis","",NA,NA,"",NA,NA,"Dwarf","Bless*1|Cure Wounds*1","Warhammer","dreamy_fermi","Cleric","Life Domain",3,-1,2,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,4
"46c962f","eca080c","b18dd010961a946a272998536a14184f","69bc9f55","High Elf","Sage",2020-04-13 19:17:45,"Wizard 1","Wizard","",1,"",7,12,8,14,13,16,14,10,"Neutral Good","Arcana|History|Investigation|Medicine|Perception","Dagger","","Int","",NA,NA,"NG",NA,NA,"Elf","","Dagger","keen_jones","Wizard","",-1,2,1,3,2,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,2,0,0,5
"46c962f","eca080c","ef6dcfef5c7981ef10db992cb5ff0e47","f3cedf99","Lightfoot Halfling","Criminal",2020-04-13 19:17:01,"Rogue 1","Rogue","",1,"",9,13,8,17,12,10,14,14,"","Athletics|Stealth|Investigation|Perception|Deception|Persuasion","Shortsword|Shortbow|Dagger","","Int","expertise/Stealth*Perception",NA,NA,"",NA,NA,"Halfling","","Shortsword|Shortbow|Dagger","sharp_almeida","Rogue","",-1,3,1,0,2,2,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,2,0,6
"46c962f","eca080c","2d8730dd541f87c35cf6c7f1318061b7","8978afe8","Half-Elf","Entertainer",2020-04-13 19:16:30,"Bard 1","Bard","",1,"",9,12,8,14,13,10,14,17,"Chaotic Good","Acrobatics|History|Perception|Deception|Performance|Persuasion","Longsword|Dagger","","Cha","",NA,NA,"CG",NA,NA,"Half-Elf","","Longsword|Dagger","tender_curran","Bard","",-1,2,1,0,2,3,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,3,0,6
"46c962f","eca080c","78d9b2e5172001c31425176719f6003a","bd71f006","Human","Soldier",2020-04-13 19:14:06,"Fighter 1","Fighter","",1,"",12,14,16,15,14,13,11,9,"Neutral Good","Athletics|Perception|Survival|Intimidation","Handaxe","","Int","fighting style/Protection",NA,NA,"NG",NA,NA,"Human","","Handaxe","fervent_mendel","Fighter","",3,2,2,1,0,-1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,4
"4602c4b","eca080c","5c0f88273042449679889bbe0e688e70","6e3088f8","Human","Entertainer",2020-04-12 15:41:02,"Bard 1","Bard","",1,"",9,12,9,15,13,11,14,16,"","Acrobatics|Insight|Perception|Performance|Persuasion","Rapier|Dagger","","Cha","","United States","US","",NA,NA,"Human","","Rapier|Dagger","serene_goldwasser","Bard","",-1,2,1,0,2,3,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,2,0,5
"9226b49","247ff3f","b50e29789e3f606456ec0240d736047f","3354d0cd","Tabaxi","Noble",2020-04-10 16:26:04,"Monk 1","Monk","",1,"",10,17,11,19,14,8,17,15,"","Acrobatics|Stealth|History|Insight|Perception|Persuasion","Quarterstaff|Dart|Unarmed strike","","Int","","United States","US","",NA,NA,"Tabaxi","","Quarterstaff|Dart|Unarmed Strike","optimistic_hertz","Monk","",0,4,2,-1,3,2,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,2,1,2,1,0,6
"f6b5ef1","4b62065","5232012e734809481954a5457bb26bcf","b60e3b93","Half-Elf","Guild Artisan",2020-04-10 09:59:47,"Druid 1","Druid","",1,"",10,16,8,16,14,10,16,10,"","Stealth|Nature|Insight|Medicine|Survival|Persuasion","Scimitar","Thorn Whip*0|Primal savagery*0","Wis","","United Kingdom","GB","",NA,NA,"Half-Elf","Thorn Whip*0|Primal Savagery*0","Scimitar","magical_hertz","Druid","",-1,3,2,0,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,1,1,3,1,0,6
"","c2c76ef","51e1150d424268c812da862cd3b6d7f2","6be6d6ae","Half-Elf","Charlatan",2020-04-09 22:49:40,"Sorcerer 1","Sorcerer","Wild Magic",1,"",6,12,8,15,14,10,12,17,"Neutral","Sleight of Hand|Arcana|Deception|Intimidation|Persuasion","Quarterstaff|Dagger|Crossbow, light","Fire Bolt*0|Minor Illusion*0|Friends*0|Mage Hand*0|Mage Armor*1|Chaos Bolt*1","Cha","","Canada","CA","NN",NA,NA,"Half-Elf","Fire Bolt*0|Minor Illusion*0|Friends*0|Mage Hand*0|Mage Armor*1|Chaos Bolt*1","Quarterstaff|Dagger|Crossbow, Light","angry_hamilton","Sorcerer","Wild Magic",-1,2,2,0,1,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,3,0,5
"","8c4014c","0e1467add6ab3b085d1a478fc11d6a5a","92aa0fe5","Turtle","Sailor",2020-04-09 14:25:50,"Monk 1","Monk","",1,"",11,18,13,18,17,10,14,13,"","Athletics|Stealth|Insight|Perception|Survival","Spear|Dart|Unarmed Strike","","Int","","Canada","CA","",NA,NA,"Turtle","","Spear|Dart|Unarmed Strike","jovial_goodall","Monk","",1,4,3,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,3,0,0,5
"85464af","6754dea","8bb2b8624c6e41a254030f5e131726d6","7fc136dd","Firbolg","Hermit",2020-04-08 17:23:56,"Druid 1","Druid","",1,"",10,14,12,13,14,8,19,12,"","Religion|Animal Handling|Medicine|Survival","Handaxe|Scimitar","Poison Spray*0|Mending*0|Detect Magic*1|Faerie Fire*1|Cure Wounds*1","Wis","","United States","US","",NA,NA,"Firbolg","Poison Spray*0|Mending*0|Detect Magic*1|Faerie Fire*1|Cure Wounds*1","Handaxe|Scimitar","hopeful_jepsen","Druid","",1,1,2,-1,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,0,0,4
"0b17c97","ebe3f28","f76a304835942813f352950f771f1ce1","e0e69f00","Dragonborn","Noble",2020-04-08 10:20:59,"Cleric 1","Cleric","Life Domain",1,"",9,17,19,12,14,9,15,15,"","History|Insight|Medicine|Persuasion","Mace|Warhammer","Guidance*0|Resistance*0|Spare The Dying*0|Bless*1|Cure Wounds*1|Inflict Wounds*1|Shield Of Faith*1","Wis","","United States","US","",NA,NA,"Dragonborn","Guidance*0|Resistance*0|Spare the Dying*0|Bless*1|Cure Wounds*1|Inflict Wounds*1|Shield of Faith*1","Mace|Warhammer","heuristic_albattani","Cleric","Life Domain",4,1,2,-1,2,2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,1,0,4
"2ebf5a2","64fe379","50ecbebdf0676ed4e141b939778f3d3d","e883c8ae","Earth Genasi","City Watch",2020-04-06 11:43:45,"Fighter 1","Fighter","",1,"",13,18,16,8,16,14,10,10,"Neutral Good","Athletics|Acrobatics|Insight|Survival","Longsword","","Int","fighting style/Dueling","Turkey","TR","NG",NA,NA,"Genasi","","Longsword","upbeat_gauss","Fighter","",3,-1,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,4
"2ebf5a2","64fe379","f0e4e97187944870c555840525073386","cd591b67","Earth Genasi","City Watch",2020-04-06 11:36:32,"Fighter 1","Fighter","",1,"",13,18,16,8,16,14,10,10,"","Athletics|Acrobatics|Insight|Survival","Longsword","","Int","fighting style/Dueling","Turkey","TR","",NA,NA,"Genasi","","Longsword","infallible_shirley","Fighter","",3,-1,3,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,4
"801352f","0e8ea1e","e29daa06c8f0d447ea509adff7116d8c","0884cbd3","Dragonborn","Knight",2020-04-05 11:21:38,"Rogue 1","Rogue","",1,"",10,12,14,15,14,13,8,11,"","Stealth|Deception|Intimidation|Persuasion","Rapier|Shortbow|Dagger","","Int","expertise/Deception","United States","US","",NA,NA,"Dragonborn","","Rapier|Shortbow|Dagger","nervous_noether","Rogue","",2,2,2,1,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,4
"12bb2de","5814009","b9acb281953f2a4a942850da3e421e4f","884ae8f0","Lightfoot Halfling","Criminal",2020-04-04 15:46:19,"Rogue 1","Rogue","",1,"",9,13,8,17,13,12,14,11,"Chaotic Good","Stealth|Investigation|Insight|Perception|Deception|Persuasion","Shortsword|Shortbow|Dagger","","Int","expertise/Stealth*Perception","United States","US","CG",NA,NA,"Halfling","","Shortsword|Shortbow|Dagger","jolly_faraday","Rogue","",-1,3,1,1,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,2,2,0,6
"12bb2de","5814009","37fd1c26ac954ad6994fff58990ec23a","c4de19ac","Half-Elf","Hermit",2020-04-04 15:41:55,"Wizard 1","Wizard","",1,"",6,12,12,14,10,16,14,10,"Chaotic Good","Arcana|Investigation|Religion|Insight|Medicine|Perception","Dagger","","Int","","United States","US","CG",NA,NA,"Half-Elf","","Dagger","trusting_dirac","Wizard","",1,2,0,3,2,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,3,3,0,0,6
"4b83e8e","75f279e","32c232ed606539a1497a8449168efebb","2614a20c","Human","Acolyte",2020-04-04 05:36:06,"Cleric 1","Cleric","Life Domain",1,"",10,18,9,11,15,11,17,14,"LN","History|Religion|Insight|Medicine","Mace|Crossbow, light","Sacred Flame*0|Spare The Dying*0|Light*0|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Shield Of Faith*1|Bless*1|Detect Evil And Good*1","Wis","","United States","US","LN",NA,NA,"Human","Sacred Flame*0|Spare the Dying*0|Light*0|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Shield of Faith*1|Bless*1|Detect Evil and Good*1","Mace|Crossbow, Light","determined_curran","Cleric","Life Domain",-1,0,2,0,3,2,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,4
"d9958ff","247ff3f","f08d582e34a9356a400d314bcc24055e","05a0d5aa","Ghastly Halfling","Haunted One",2020-04-03 15:36:03,"Druid 1","Druid","",1,"",4,17,7,19,7,8,19,10,"","Animal Handling|Medicine|Survival","","","Wis","","United States","US","",NA,NA,"Halfling","","","crazy_feynman","Druid","",-2,4,-2,-1,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,3
"2c1a43e","247ff3f","806f7b1b815384570d64f01863388ac2","345e2687","Water Genasi","Far Traveler",2020-04-03 11:12:35,"Fighter 1","Fighter","",1,"",16,16,17,14,22,11,15,12,"","Athletics|Insight|Perception|Survival","Warhammer|Crossbow, light","","Int","fighting style/Two-Weapon Fighting","United States","US","",NA,NA,"Genasi","","Warhammer|Crossbow, Light","wizardly_johnson","Fighter","",3,2,6,0,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,4
"2c1a43e","247ff3f","8b197a17f3f1d8992b7a4750088dce1e","80750ab4","Water Genasi","Barbarian Tribe Member",2020-04-03 11:11:51,"Barbarian 1","Barbarian","",1,"",18,18,18,15,22,13,20,14,"","Athletics|Perception|Survival|Intimidation","Greataxe|Handaxe|Javelin","","Int","","United States","US","",NA,NA,"Genasi","","Greataxe|Handaxe|Javelin","focused_goldstine","Barbarian","",4,2,6,1,5,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,4
"5b85b3c","129b4ee","3a4246de064105713c4310214818b5d3","61196105","Tiefling","Acolyte",2020-04-02 20:48:38,"Warlock 1","Warlock","The Great Old One",1,"",11,13,12,15,16,14,15,20,"chaotic evil","Arcana|Investigation|Religion|Insight","Crossbow, light|Dagger|Sling","","Cha","","United States","US","CE",NA,NA,"Tiefling","","Crossbow, Light|Dagger|Sling","boring_gould","Warlock","The Great Old One",1,2,3,2,2,5,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,4
"2c1a43e","247ff3f","1ca02a13b0424071b75142b9e287bc3e","b88f9663","Air Genasi","Faction Agent",2020-04-02 20:39:59,"Rogue 1","Rogue","",1,"",12,16,11,20,19,12,18,12,"","Acrobatics|Sleight of Hand|Insight|Perception|Deception|Performance","Rapier|Shortbow|Dagger","","Int","expertise/Performance*Acrobatics","United States","US","",NA,NA,"Genasi","","Rapier|Shortbow|Dagger","charming_sanderson","Rogue","",0,5,4,1,4,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,2,0,2,2,0,6
"3e6c7cc","","cfd82a6a742505cf317e2f3cce85982b","b7f9d407","Warforged","Soldier",2020-04-02 19:41:54,"Fighter 1","Fighter","",1,"",13,21,16,16,16,8,10,12,"","Athletics|Acrobatics|Perception|Survival|Intimidation","Longsword|Crossbow, light","","Int","fighting style/Defense","United States","US","",NA,NA,"Warforged","","Longsword|Crossbow, Light","zen_cori","Fighter","",3,3,3,-1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,2,1,0,5
"93698e3","5814009","c585b10bd2c0b83d5de3a4d292dc57e6","19b1f658","Forest Gnome","Outlander",2020-04-02 17:19:38,"Druid 1","Druid","",1,"",10,12,8,14,14,12,15,12,"","Athletics|Animal Handling|Perception|Survival","Quarterstaff|Dagger","Shillelagh*0|Mending*0","Wis","","United States","US","",NA,NA,"Gnome","Shillelagh*0|Mending*0","Quarterstaff|Dagger","objective_blackburn","Druid","",-1,2,2,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0,4
"54c0620","9d4b137","046462b8e65925652069d44741b5a614","364c4cfa","Birdfolk","Far Traveler",2020-04-02 16:13:34,"Sorcerer 1","Sorcerer","Phoenix",1,"",7,13,8,16,12,10,14,15,"","Arcana|Insight|Perception|Persuasion","Crossbow, light|Dagger","Control Flames*0|Fire Bolt*0|Gust*0|Prestidigitation*0|Burning Hands*1|Feather Fall*1","Cha","","Chile","CL","",NA,NA,"Aarakocra","Control Flames*0|Fire Bolt*0|Gust*0|Prestidigitation*0|Burning Hands*1|Feather Fall*1","Crossbow, Light|Dagger","elastic_villani","Sorcerer","Phoenix",-1,3,1,0,2,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,0,4
"26c11ab","0c17c61","664074c354f0e5ecbb4a1e084f86db70","010e0f2c","Dragonborn","Criminal",2020-04-02 10:33:51,"Rogue 1","Rogue","",1,"",10,13,10,14,15,12,13,11,"","Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception","Shortsword|Shortsword|Dagger|Fire Breath Weapon","","Int","expertise/Stealth*Sleight of Hand","United Kingdom","GB","",NA,NA,"Dragonborn","","Shortsword|Shortsword|Dagger|","zen_ishizaka","Rogue","",0,2,2,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,2,1,2,1,0,6
"","896c709","c4903f7dc7e72f47d132c233f212d22a","6b187c79","Stride","Fisher",2020-04-01 23:48:29,"Ranger 1","Ranger","",1,"",8,16,11,16,14,8,15,10,"","Acrobatics|History|Investigation|Nature|Insight|Survival","Javelin|Sickle|Longbow","","Wis","","Canada","CA","",NA,NA,"Shifter","","Javelin|Sickle|Longbow","quirky_stonebraker","Ranger","",0,3,2,-1,2,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,3,2,0,0,6
"bbded63","5a0aad0","961d4caacd49d650cb0348adfe76cc28","37140892","Wood Elf","Urban Bounty Hunter",2020-03-31 22:30:30,"Druid 1","Druid","",1,"",9,14,8,17,12,13,15,10,"","Insight|Medicine|Perception|Survival|Persuasion","Scimitar","","Wis","","United States","US","",NA,NA,"Elf","","Scimitar","cool_booth","Druid","",-1,3,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,4,1,0,5
"321f8cb","64fe379","2a650df0c909ffc38fc88935d37f04fb","889b3c8a","Forest Gnome","Outlander",2020-03-31 12:15:43,"Wizard 1","Wizard","",1,"",6,13,8,16,10,17,11,12,"","Athletics|Investigation|Insight|Survival","Dagger","","Int","","Turkey","TR","",NA,NA,"Gnome","","Dagger","pedantic_pasteur","Wizard","",-1,3,0,3,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,4
"6cafd96","cd7be8a","c218d8e7278c8c8fe07554cc73aa3ce2","6db1d36d","Human","Acolyte",2020-03-31 06:17:17,"Paladin 1","Paladin","",1,"Great Weapon Master",12,16,16,10,14,10,10,14,"","Athletics|Religion|Insight|Perception|Persuasion","Greatsword|Javelin","","Cha","","United States","US","",NA,NA,"Human","","Greatsword|Javelin","frosty_neumann","Paladin","",3,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,2,1,0,5
"f1ae017","cd7be8a","a6c6bb48cf7dad17c7a819c336cce3c6","48622571","Tiefling","Haunted One",2020-03-29 23:45:15,"Paladin 1","Paladin","",1,"",8,18,14,8,14,11,12,16,"","Investigation|Survival|Intimidation|Persuasion","","","Cha","","United States","US","",NA,NA,"Tiefling","","","naughty_moore","Paladin","",2,-1,2,0,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0,4
"33d62bb","8653fbe","afcf012f1a58a15307b6489f3b731e40","af5b4943","High Elf","Knight",2020-03-29 20:02:49,"Paladin 1","Paladin","",1,"",13,16,14,18,16,15,13,13,"","Athletics|History|Insight|Perception|Persuasion","m93R Magnum |Police Baton","","Cha","","United States","US","",NA,NA,"Elf","","|","fervent_ptolemy","Paladin","",2,4,3,2,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,2,1,0,5
"","6d60874","394e6ba197778bdcf0a88ae8deae6c54","79b1a7f1","Making","House Agent",2020-03-29 15:45:01,"Artificer 1","Artificer","",1,"",7,16,12,14,16,18,12,10,"","Arcana|Investigation|Medicine|Persuasion","Crossbow, light","","Int","","Canada","CA","",NA,NA,"Human","","Crossbow, Light","distracted_leakey","Artificer","",1,2,3,4,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2,1,1,0,4
"20de4af","2aae040","6a8e773e72b257d916b534c262386481","77f017a2","Human","Entertainer",2020-03-29 07:37:22,"Bard 1","Bard","",1,"Martial Adept",9,13,11,14,12,8,13,16,"Chaotic Good","Acrobatics|Sleight of Hand|Stealth|Perception|Performance|Persuasion","Rapier|Dagger","Vicious Mockery*0|Dancing Lights*0|Bane*1|Cure Wounds*1|Disguise Self*1|Heroism*1","Cha","combat superiority maneuvers/Trip Attack*Riposte","United States","US","CG",NA,NA,"Human","Vicious Mockery*0|Dancing Lights*0|Bane*1|Cure Wounds*1|Disguise Self*1|Heroism*1","Rapier|Dagger","wonderful_dubinsky","Bard","",0,2,1,-1,1,3,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,3,0,1,2,0,6
"8c05ad4","4ea8332","ff96817d9ae0b5f18b9e15139a74fbd6","64929211","Dragonborn","Folk Hero",2020-03-28 18:56:39,"Sorcerer 1","Sorcerer","Draconic Bloodline",1,"",8,13,14,10,12,12,12,16,"","Animal Handling|Insight|Survival|Intimidation","Mace|Dagger","Fire Bolt D10*0|Acid Splash D6*0|Ray of Frost D8*0|Shocking Grasp D8*0|Shield*1|Magic Missile D4+1*1","Cha","","United States","US","",NA,NA,"Dragonborn","Fire Bolt*0|Acid Splash*0|Ray of Frost*0|Shocking Grasp*0|Shield*1|Magic Missile*1","Mace|Dagger","upbeat_lederberg","Sorcerer","Draconic Bloodline",2,0,1,1,1,3,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,4
"","efbbaea","fb887d946a0b773814a37a5244d027ea","e9b2ab43","Firbolg","Smuggler",2020-03-25 20:56:59,"Paladin 1","Paladin","",1,"",11,16,15,12,13,8,11,14,"chaotic good","Athletics|Deception","Battleaxe|Javelin","","Cha","","Canada","CA","CG",NA,NA,"Firbolg","","Battleaxe|Javelin","relaxed_shaw","Paladin","",2,1,1,-1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2
"cf2f74a","489a7c1","da423d47906cd0d11fb672668260b9c7","cd0950f6","Human","Clan Crafter",2020-03-25 15:50:07,"Cleric 1","Cleric","Forge Domain",1,"",12,18,16,10,16,10,15,9,"","History|Religion|Insight|Medicine","Crossbow, light|Longsword","Sacred Flame*0|Guidance*0|Light*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1","Wis","",NA,NA,"",NA,NA,"Human","Sacred Flame*0|Guidance*0|Light*0|Identify*1|Searing Smite*1|Bless*1|Healing Word*1","Crossbow, Light|Longsword","sleepy_solomon","Cleric","Forge Domain",3,0,3,0,2,-1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,4
"","","e7e2c378c5b2c072e9d253e3670a7e92","8715e6f7","Half-Orc","Outlander",2020-03-25 10:49:10,"Barbarian 1","Barbarian","",1,"",15,14,19,13,16,10,13,10,"CG","Athletics|Animal Handling|Perception|Survival|Intimidation","Greataxe|Handaxe|Javelin","","Int","","Canada","CA","CG",NA,NA,"Half-Orc","","Greataxe|Handaxe|Javelin","nostalgic_pascal","Barbarian","",4,1,3,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,3,1,0,5
"c19dbf9","5516093","af75d091e1c5e48ebb2d78764514dca3","4bb439a7","Turtle","Hermit",2020-03-23 12:35:09,"Druid 1","Druid","",1,"",10,19,14,10,14,13,16,8,"Lawful Neutral","Nature|Religion|Insight|Medicine|Survival","Quarterstaff","Shillelagh*0|Mold Earth*0|Cure Wounds*1|Ice Knife*1|Speak with Animals*1|Thunderwave*1","Wis","",NA,NA,"LN",NA,NA,"Turtle","Shillelagh*0|Mold Earth*0|Cure Wounds*1|Ice Knife*1|Speak with Animals*1|Thunderwave*1","Quarterstaff","heuristic_ishizaka","Druid","",2,0,2,1,3,-1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,2,3,0,0,5
"3eec9ce","479e72d","1ff7a810e5d0172d30c569c0ef50c06e","72d87017","Wood Elf","Smuggler",2020-03-23 06:26:17,"Fighter 1","Fighter","",1,"",8,14,8,17,14,10,14,12,"","Athletics|Acrobatics|Perception|Deception|Intimidation","Longbow|Rapier|Shortsword|Handaxe","","Int","fighting style/Dueling",NA,NA,"",NA,NA,"Elf","","Longbow|Rapier|Shortsword|Handaxe","frosty_euler","Fighter","",-1,3,2,0,2,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,2,0,5
"568f59c","5e9f8cb","e8162e99448b4ff5dde604d2b30ae088","2d06f892","Half-Elf","Faction Agent",2020-03-22 20:41:13,"Paladin 1","Paladin","",1,"",12,20,16,8,14,10,12,16,"","Athletics|Religion|Insight|Medicine|Perception|Persuasion","Greatsword|Javelin","","Cha","",NA,NA,"",NA,NA,"Half-Elf","","Greatsword|Javelin","blissful_lamport","Paladin","",3,-1,2,0,1,3,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,3,1,0,6
"","cd7be8a","2bd539bc3c21692a4ee75f0efc098698","11ffd14a","Dark Elf","Courtier",2020-03-21 17:05:39,"Bard 1","Bard","",1,"",8,14,8,17,11,12,10,16,"","Arcana|Investigation|Religion|Insight|Perception|Persuasion","Rapier|Dagger","","Cha","","Canada","CA","",NA,NA,"Elf","","Rapier|Dagger","hopeful_johnson","Bard","",-1,3,0,1,0,3,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,3,2,1,0,6
"0cadb3a","814b77e","5fb07c104e4ef46ffd466cfd6472c7ac","4c920426","Mountain Dwarf","Acolyte",2020-03-21 14:52:47,"Cleric 1","Cleric","Forge Domain",1,"",11,19,15,12,17,8,14,10,"","History|Religion|Insight|Medicine","Mace|Crossbow, light","Mending*0|Sacred Flame*0|Word Of Radiance*0|Identify*1|Searing Smite*1|Cure Wounds*1|Shield Of Faith*1","Wis","","United Kingdom","GB","",NA,NA,"Dwarf","Mending*0|Sacred Flame*0|Word of Radiance*0|Identify*1|Searing Smite*1|Cure Wounds*1|Shield of Faith*1","Mace|Crossbow, Light","determined_johnson","Cleric","Forge Domain",2,1,3,-1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,4
"aab2989","590a2cc","ed9469d6855f5701af124409290d3dbd","d7eb27eb","Human","Guild Member - Spycraft",2020-03-20 18:29:10,"Rogue 1","Rogue","",1,"",18,14,11,17,7,15,9,11,"","Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Deception","Shortsword|Shortbow|Dagger","","Int","expertise/Thieves' Tools*Stealth",NA,NA,"",NA,NA,"Human","","Shortsword|Shortbow|Dagger","heuristic_nobel","Rogue","",0,3,-2,2,-1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,3,1,0,1,0,6
